	chr7	3057829	1	131.0	94	chr7	59152169	0	30
	chr7	3451939	0	26.0	101	chr7	3506491	1	43
	chr7	3451939	0	11.0	101	chr7	5831352	0	97
	chr7	3482729	1	16.0	90	chr7	3484204	1	80
	chr7	3482729	1	28.0	90	chr7	3504558	0	101
	chr7	3482729	1	48.0	90	chr7	3914408	1	94
	chr7	3482729	1	1.0	90	chr7	72181093	0	64
	chr7	3482729	1	102.0	90	chr7	127473813	0	29
	chr7	3484204	1	16.0	80	chr7	3482729	1	90
	chr7	3504558	0	28.0	101	chr7	3482729	1	90
	chr7	3506491	1	26.0	43	chr7	3451939	0	101
	chr7	3895590	0	19.0	101	chr7	27312806	1	47
	chr7	3914408	1	48.0	94	chr7	3482729	1	90
	chr7	3963957	1	11.0	61	chr7	110034949	0	89
	chr7	4311062	1	21.0	101	chr7	110746382	1	90
	chr7	4367763	1	2.0	101	chr7	60575202	1	82
	chr7	4447236	0	70.0	61	chr7	111222994	0	91
	chr7	4529335	1	10.0	101	chr7	57371032	0	18
	chr7	4544881	1	2.0	101	chr7	4555734	0	55
	chr7	4555734	0	2.0	55	chr7	4544881	1	101
	chr7	4663896	0	6.0	80	chr7	111097879	1	101
	chr7	4713990	0	5.0	77	chr7	110922611	1	101
	chr7	4865826	0	65.0	25	chr7	17738185	0	101
	chr7	5027980	0	7.0	67	chr7	110664529	0	101
	chr7	5135426	0	5.0	98	chr7	111129224	0	101
	chr7	5182435	1	149.0	18	chr7	110746162	0	101
	chr7	5246402	1	41.0	101	chr7	140013428	0	22
	chr7	5285013	0	88.0	63	chr7	5353179	0	100
	chr7	5301864	0	31.0	75	chr7	110950652	0	101
	chr7	5353179	0	88.0	100	chr7	5285013	0	63
	chr7	5401787	1	3.0	101	chr7	110717747	0	35
	chr7	5452293	0	15.0	101	chr7	110575679	1	101
	chr7	5557610	1	46.0	47	chr7	5929876	0	101
	chr7	5831352	0	11.0	97	chr7	3451939	0	101
	chr7	5929876	0	46.0	101	chr7	5557610	1	47
	chr7	5992116	0	67.0	101	chr7	27666589	0	101
	chr7	6081033	1	33.0	92	chr7	65891938	0	70
	chr7	6099708	1	61.0	67	chr7	111715874	1	97
	chr7	6109464	0	149.0	35	chr7	111813925	1	101
	chr7	6290507	1	3.0	101	chr7	14065210	1	101
	chr7	6358526	1	271.0	101	chr7	6381054	0	29
	chr7	6381054	0	271.0	29	chr7	6358526	1	101
	chr7	6406124	0	1.0	23	chr7	17738186	0	101
	chr7	6406199	1	235.0	59	chr7	110357236	0	101
	chr7	6406199	1	3.0	59	chr7	110902995	1	101
	chr7	6409574	1	1.0	19	chr7	111310133	1	98
	chr7	6443035	1	51.0	46	chr7	109922134	1	101
	chr7	6495116	1	1.0	82	chr7	6502708	0	101
	chr7	6502708	0	1.0	101	chr7	6495116	1	82
	chr7	6502715	0	5.0	101	chr7	6510930	0	93
	chr7	6510930	0	5.0	93	chr7	6502715	0	101
	chr7	6510930	0	11.0	93	chr7	6577108	0	93
	chr7	6577108	0	11.0	93	chr7	6510930	0	93
	chr7	6603464	0	6.0	67	chr7	110575034	0	101
	chr7	6766147	0	1.0	101	chr7	111224198	1	101
	chr7	6784081	0	47.0	54	chr7	10760775	0	101
	chr7	6790296	1	10.0	18	chr7	19257331	0	101
	chr7	6864405	0	139.0	26	chr7	110035146	0	101
	chr7	7021952	0	8.0	101	chr7	12056950	1	74
	chr7	7032514	1	25.0	101	chr7	7042077	1	68
	chr7	7042077	1	25.0	68	chr7	7032514	1	101
	chr7	7063016	0	1.0	101	chr7	53135251	0	101
	chr7	7074911	1	1.0	53	chr7	7096734	1	101
	chr7	7096496	0	1.0	51	chr7	11727800	0	101
	chr7	7096734	1	1.0	101	chr7	7074911	1	53
	chr7	7096734	1	6.0	101	chr7	7099476	0	60
	chr7	7096734	1	44.0	101	chr7	7099739	0	59
	chr7	7096734	1	1.0	101	chr7	27592643	0	101
	chr7	7096734	1	3.0	101	chr7	57058243	0	95
	chr7	7096734	1	1.0	101	chr7	70642718	1	101
	chr7	7099476	0	6.0	60	chr7	7096734	1	101
	chr7	7099739	0	44.0	59	chr7	7096734	1	101
	chr7	7319581	0	22.0	101	chr7	27766424	1	101
	chr7	7679754	0	65.0	101	chr7	37779237	0	85
	chr7	7693756	0	74.0	60	chr7	111023567	1	101
	chr7	8897100	0	3.0	98	chr7	9586747	1	101
	chr7	8897100	0	1.0	98	chr7	92458997	0	101
	chr7	9586747	1	3.0	101	chr7	8897100	0	98
	chr7	10703740	1	2.0	73	chr7	10706851	0	101
	chr7	10706851	0	2.0	101	chr7	10703740	1	73
	chr7	10713065	1	74.0	55	chr7	10724273	0	76
	chr7	10713065	1	37.0	55	chr7	27369566	1	101
	chr7	10724273	0	74.0	76	chr7	10713065	1	55
	chr7	10735739	1	24.0	79	chr7	10772077	1	101
	chr7	10760775	0	47.0	101	chr7	6784081	0	54
	chr7	10772077	1	24.0	101	chr7	10735739	1	79
	chr7	10907001	1	2.0	101	chr7	111742735	1	101
	chr7	10981204	0	31.0	65	chr7	11277935	0	101
	chr7	11094964	0	6.0	91	chr7	111873727	1	101
	chr7	11095071	1	55.0	23	chr7	11173557	0	101
	chr7	11173557	0	55.0	101	chr7	11095071	1	23
	chr7	11197568	0	5.0	91	chr7	33972279	0	101
	chr7	11231514	1	66.0	49	chr7	110482589	1	101
	chr7	11268984	0	5.0	101	chr7	110703883	0	101
	chr7	11277935	0	31.0	101	chr7	10981204	0	65
	chr7	11285253	1	125.0	26	chr7	111229957	1	101
	chr7	11653495	0	1.0	32	chr7	111330533	1	99
	chr7	11653495	0	208.0	32	chr7	111330534	1	94
	chr7	11664231	0	13.0	101	chr7	110512887	0	101
	chr7	11721753	1	1.0	101	chr7	113760069	0	41
	chr7	11727800	0	1.0	101	chr7	7096496	0	51
	chr7	12056950	1	8.0	74	chr7	7021952	0	101
	chr7	12258173	1	1.0	99	chr7	111184235	0	18
	chr7	12258174	1	17.0	87	chr7	111184235	0	18
	chr7	12384110	1	130.0	61	chr7	111323831	0	101
	chr7	12534204	1	14.0	101	chr7	27369566	1	101
	chr7	12562911	1	88.0	64	chr7	110421679	1	101
	chr7	12686460	0	38.0	101	chr7	109922134	1	101
	chr7	12728928	0	2.0	101	chr7	89940156	0	101
	chr7	12769478	0	27.0	42	chr7	14610468	0	101
	chr7	12865052	0	108.0	30	chr7	111102265	0	101
	chr7	12878278	1	1.0	101	chr7	80666067	1	82
	chr7	12993871	0	115.0	85	chr7	109894077	1	101
	chr7	13169293	0	96.0	77	chr7	13374900	0	34
	chr7	13169389	1	4.0	26	chr7	110872185	0	101
	chr7	13293770	1	10.0	53	chr7	57834496	0	101
	chr7	13328318	1	59.0	89	chr7	110217902	0	101
	chr7	13374900	0	96.0	34	chr7	13169293	0	77
	chr7	13417041	0	171.0	22	chr7	13460783	1	101
	chr7	13460783	1	171.0	101	chr7	13417041	0	22
	chr7	13544338	1	3.0	99	chr7	111119589	1	101
	chr7	13637594	0	6.0	44	chr7	111923813	0	101
	chr7	13652315	0	5.0	22	chr7	14255436	0	101
	chr7	13652483	1	146.0	41	chr7	110746162	0	101
	chr7	13724873	0	1.0	31	chr7	111184502	1	101
	chr7	13734236	1	69.0	53	chr7	110301627	0	101
	chr7	13875188	1	5.0	75	chr7	100590746	0	101
	chr7	13878626	0	15.0	101	chr7	109922134	1	101
	chr7	13930435	1	1.0	19	chr7	111657320	0	101
	chr7	14044802	0	1.0	101	chr7	147674452	1	70
	chr7	14059151	0	26.0	57	chr7	110748133	1	96
	chr7	14065210	1	3.0	101	chr7	6290507	1	101
	chr7	14081058	1	1.0	27	chr7	110085273	1	101
	chr7	14139898	1	142.0	66	chr7	27666589	0	101
	chr7	14147780	1	3.0	99	chr7	36781156	1	101
	chr7	14160575	0	3.0	49	chr7	111119589	1	101
	chr7	14238141	0	45.0	101	chr7	34436545	0	61
	chr7	14238314	1	6.0	70	chr7	110038730	0	101
	chr7	14255436	0	5.0	101	chr7	13652315	0	22
	chr7	14255436	0	6.0	101	chr7	65940711	0	83
	chr7	14283087	1	140.0	93	chr7	14283741	0	49
	chr7	14283741	0	140.0	49	chr7	14283087	1	93
	chr7	14287125	0	1.0	69	chr7	14612852	1	101
	chr7	14364517	0	5.0	101	chr7	14384873	0	76
	chr7	14384873	0	5.0	76	chr7	14364517	0	101
	chr7	14389462	0	1.0	101	chr7	14397117	0	68
	chr7	14397117	0	1.0	68	chr7	14389462	0	101
	chr7	14448526	1	1.0	76	chr7	34407866	1	101
	chr7	14610468	0	27.0	101	chr7	12769478	0	42
	chr7	14612852	1	1.0	101	chr7	14287125	0	69
	chr7	14668106	0	1.0	101	chr7	17834683	1	101
	chr7	14722771	0	95.0	101	chr7	14733519	1	93
	chr7	14722971	1	1.0	70	chr7	93820350	0	83
	chr7	14723697	0	1.0	45	chr7	111222994	0	91
	chr7	14727635	0	1.0	101	chr7	16452489	1	59
	chr7	14733519	1	95.0	93	chr7	14722771	0	101
	chr7	14784899	0	1.0	61	chr7	109924385	0	81
	chr7	14905628	0	1.0	101	chr7	111146895	1	100
	chr7	14911165	1	1.0	68	chr7	111128713	0	101
	chr7	15024021	1	42.0	51	chr7	110272971	0	101
	chr7	15026540	0	57.0	101	chr7	110099735	0	74
	chr7	15128103	1	2.0	101	chr7	15129941	0	101
	chr7	15129941	0	2.0	101	chr7	15128103	1	101
	chr7	15132446	0	182.0	22	chr7	111224198	1	101
	chr7	15175079	1	1.0	101	chr7	110922611	1	101
	chr7	15186584	0	199.0	70	chr7	111323831	0	101
	chr7	15224919	0	26.0	57	chr7	111712007	0	17
	chr7	15409946	1	1.0	61	chr7	111009258	1	101
	chr7	15432844	0	9.0	68	chr7	69442959	1	99
	chr7	15432844	0	41.0	68	chr7	69442960	1	101
	chr7	15492427	1	120.0	80	chr7	15567811	0	68
	chr7	15492427	1	61.0	80	chr7	17801185	1	95
	chr7	15567811	0	120.0	68	chr7	15492427	1	80
	chr7	15867267	1	1.0	71	chr7	19257331	0	101
	chr7	15915102	0	136.0	68	chr7	34605982	0	96
	chr7	15915102	0	1.0	68	chr7	77120392	1	19
	chr7	15915102	0	1.0	68	chr7	109876521	1	101
	chr7	16249125	0	5.0	39	chr7	33051850	1	89
	chr7	16282471	0	10.0	57	chr7	16283476	0	101
	chr7	16283476	0	10.0	101	chr7	16282471	0	57
	chr7	16400746	1	5.0	101	chr7	110575034	0	101
	chr7	16452489	1	1.0	59	chr7	14727635	0	101
	chr7	16469832	0	1.0	101	chr7	53773397	1	62
	chr7	16469832	0	1.0	101	chr7	114250240	0	101
	chr7	16545357	0	8.0	60	chr7	110717747	0	35
	chr7	16952169	0	58.0	23	chr7	111467722	0	101
	chr7	17418912	1	6.0	83	chr7	111995985	0	101
	chr7	17499157	0	76.0	52	chr7	110034949	0	89
	chr7	17554143	1	1.0	53	chr7	19257331	0	101
	chr7	17585339	0	2.0	101	chr7	111999893	0	101
	chr7	17595288	0	28.0	32	chr7	17738185	0	101
	chr7	17647214	1	28.0	25	chr7	17738185	0	101
	chr7	17738185	0	65.0	101	chr7	4865826	0	25
	chr7	17738185	0	28.0	101	chr7	17595288	0	32
	chr7	17738185	0	28.0	101	chr7	17647214	1	25
	chr7	17738185	0	35.0	101	chr7	17746821	0	35
	chr7	17738185	0	48.0	101	chr7	17756370	1	55
	chr7	17738185	0	1.0	101	chr7	17783949	1	101
	chr7	17738185	0	11.0	101	chr7	18363401	1	58
	chr7	17738185	0	14.0	101	chr7	25649883	1	27
	chr7	17738185	0	1.0	101	chr7	38317192	0	49
	chr7	17738185	0	41.0	101	chr7	38965577	1	25
	chr7	17738185	0	60.0	101	chr7	51196902	1	25
	chr7	17738185	0	26.0	101	chr7	70352334	1	53
	chr7	17738185	0	2.0	101	chr7	142124596	0	68
	chr7	17738186	0	1.0	101	chr7	6406124	0	23
	chr7	17738187	0	27.0	101	chr7	17755868	0	47
	chr7	17746821	0	35.0	35	chr7	17738185	0	101
	chr7	17755868	0	27.0	47	chr7	17738187	0	101
	chr7	17756267	0	15.0	55	chr7	110702417	1	101
	chr7	17756370	1	48.0	55	chr7	17738185	0	101
	chr7	17764836	0	21.0	101	chr7	27045971	0	99
	chr7	17783949	1	1.0	101	chr7	17738185	0	101
	chr7	17800989	0	62.0	101	chr7	61756841	1	81
	chr7	17801185	1	61.0	95	chr7	15492427	1	80
	chr7	17834683	1	1.0	101	chr7	14668106	0	101
	chr7	17891682	1	1.0	96	chr7	110127957	1	101
	chr7	17891682	1	1.0	96	chr7	111126486	1	101
	chr7	18201290	0	149.0	101	chr7	18202055	0	33
	chr7	18201290	0	59.0	101	chr7	18242336	0	45
	chr7	18202055	0	149.0	33	chr7	18201290	0	101
	chr7	18242336	0	59.0	45	chr7	18201290	0	101
	chr7	18266383	0	7.0	101	chr7	50137492	1	101
	chr7	18296454	1	3.0	34	chr7	111193268	0	91
	chr7	18363401	1	11.0	58	chr7	17738185	0	101
	chr7	18410743	1	52.0	34	chr7	65170342	1	101
	chr7	18494882	0	1.0	67	chr7	110218593	0	101
	chr7	18531147	0	21.0	67	chr7	111873727	1	101
	chr7	18580145	1	25.0	22	chr7	19099434	0	101
	chr7	18595317	1	171.0	46	chr7	110217902	0	101
	chr7	18625687	1	19.0	101	chr7	27369566	1	101
	chr7	18634022	1	1.0	67	chr7	111911646	0	101
	chr7	18679558	1	66.0	28	chr7	111915350	1	101
	chr7	18704626	1	100.0	25	chr7	67648821	0	101
	chr7	18704626	1	158.0	25	chr7	110891983	0	101
	chr7	18748248	1	1.0	42	chr7	110035146	0	101
	chr7	18919468	0	7.0	89	chr7	18950448	1	101
	chr7	18950448	1	7.0	101	chr7	18919468	0	89
	chr7	18971074	0	6.0	44	chr7	19257331	0	101
	chr7	19099434	0	25.0	101	chr7	18580145	1	22
	chr7	19099434	0	7.0	101	chr7	19114499	1	78
	chr7	19114499	1	7.0	78	chr7	19099434	0	101
	chr7	19168292	0	6.0	101	chr7	48242271	1	97
	chr7	19252145	0	1.0	77	chr7	19257331	0	101
	chr7	19257331	0	10.0	101	chr7	6790296	1	18
	chr7	19257331	0	1.0	101	chr7	15867267	1	71
	chr7	19257331	0	1.0	101	chr7	17554143	1	53
	chr7	19257331	0	6.0	101	chr7	18971074	0	44
	chr7	19257331	0	1.0	101	chr7	19252145	0	77
	chr7	19257331	0	64.0	101	chr7	27249261	1	18
	chr7	19257331	0	9.0	101	chr7	35657504	0	60
	chr7	19257331	0	1.0	101	chr7	46459838	1	50
	chr7	19257331	0	1.0	101	chr7	69931343	1	52
	chr7	19257331	0	2.0	101	chr7	81428070	0	97
	chr7	19313647	1	1.0	22	chr7	111375941	0	101
	chr7	19713701	1	23.0	76	chr7	111050457	0	101
	chr7	20070156	1	1.0	101	chr7	110885798	1	70
	chr7	20132367	1	12.0	90	chr7	110912432	0	101
	chr7	20145091	1	14.0	53	chr7	110703883	0	101
